07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 392:Plugin executed on: 'win32'
07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 393:Plugin executed with python version: '3.9.16 (main, Oct 13 2023, 05:50:11) [MSC v.1936 64 bit (AMD64)]'
07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 394:KiCad build version: 7.0.10
07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 395:Plugin version: 2.1.3
07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 396:Frame repr: <wx._core.Frame object at 0x00000174F5CF3EE0>
07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 420:Preparing replicator with U9 as a reference
07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.replicate_layout 117:getting a list of all footprints on board
07-14 19:39:17 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 468:source anchor footprint is 'U9'
Located on: ['escSheet', 'HalfBridgePowerStage3']
With filenames: ['escSheet.kicad_sch', 'HalfBridgePowerStage.kicad_sch']
With sheet_id:['escSheet', 'HalfBridgePowerStage3']
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:46 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1305:Track group: , src group:
07-14 19:40:56 com_github_MitjaNemec_ReplicateLayout.replicate_layout 424:constructing a list of sheets suitable for replication on level:'HalfBridgePowerStage3', file:'HalfBridgePowerStage.kicad_sch'
07-14 19:40:56 com_github_MitjaNemec_ReplicateLayout.replicate_layout 461:suitable sheets are:[['escSheet', 'HalfBridgePowerStage1'], ['escSheet', 'HalfBridgePowerStage2']]
07-14 19:40:56 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1464:Level selected: ['escSheet', 'HalfBridgePowerStage3']
07-14 19:40:56 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1299:Filtering list of tracks
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 424:constructing a list of sheets suitable for replication on level:'HalfBridgePowerStage3', file:'HalfBridgePowerStage.kicad_sch'
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 461:suitable sheets are:[['escSheet', 'HalfBridgePowerStage1'], ['escSheet', 'HalfBridgePowerStage2']]
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 240:Replicating layout
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 240:Starting replication of sheets: [['escSheet', 'HalfBridgePowerStage1'], ['escSheet', 'HalfBridgePowerStage2']]
on level: ['escSheet', 'HalfBridgePowerStage3']
with tracks=True, zone=True, text=True, text=True, intersecting=True, remove=True, locked footprints=True, group_only=False
07-14 19:41:06 root 332:updating GUI message: 'Preparing for replication'
07-14 19:41:06 root 337:updating GUI with: 0
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 310:Getting the list of source footprints
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 320:Getting the list of all the remaining footprints
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 327:Getting source tracks
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1299:Filtering list of tracks
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 331:Getting source zones
07-14 19:41:06 root 337:updating GUI with: 50
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 335:Getting source text items
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 339:Getting source drawing items
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 272:Removing tracks and zones, before footprint placement
07-14 19:41:06 root 332:updating GUI message: 'Removing zones and tracks'
07-14 19:41:06 root 337:updating GUI with: 0
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1245:Remove bounding box top:25675000, bottom:59115000, Left:212407500, Right:247667500
07-14 19:41:06 root 337:updating GUI with: 50
07-14 19:41:06 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1245:Remove bounding box top:25675000, bottom:58825000, Left:216757500, Right:247667500
07-14 19:41:07 root 332:updating GUI message: 'Replicating footprints'
07-14 19:41:07 root 337:updating GUI with: 0
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 806:Replicating footprints
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 813:Replicating footprints on sheet ['escSheet', 'HalfBridgePowerStage1']
07-14 19:41:07 root 337:updating GUI with: 47
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 813:Replicating footprints on sheet ['escSheet', 'HalfBridgePowerStage2']
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 280:Removing tracks and zones, after footprint placement
07-14 19:41:07 root 332:updating GUI message: 'Removing zones and tracks'
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1245:Remove bounding box top:40965500, bottom:57963000, Left:207202500, Right:242312500
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1245:Remove bounding box top:40965500, bottom:57963000, Left:214227500, Right:249337500
07-14 19:41:07 root 332:updating GUI message: 'Replicating tracks'
07-14 19:41:07 root 337:updating GUI with: 0
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 977:Replicating tracks
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 983:Replicating tracks on sheet ['escSheet', 'HalfBridgePowerStage1']
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 766:Net pairs for sheet ['escSheet', 'HalfBridgePowerStage1'] :[('/escSheet/HalfBridgePowerStage3/PWM_HI', '/escSheet/HalfBridgePowerStage1/PWM_HI'), ('/escSheet/HalfBridgePowerStage3/V_PHASE', '/escSheet/HalfBridgePowerStage1/V_PHASE'), ('unconnected-(U9-NC-Pad2)', 'unconnected-(U5-NC-Pad2)'), ('Net-(C65-Pad1)', 'Net-(C35-Pad1)'), ('Net-(U9-VCC)', 'Net-(U5-VCC)'), ('/escSheet/HalfBridgePowerStage3/SW', '/escSheet/HalfBridgePowerStage1/SW'), ('unconnected-(U9-NC-Pad9)', 'unconnected-(U5-NC-Pad9)'), ('unconnected-(U9-NC-Pad1)', 'unconnected-(U5-NC-Pad1)'), ('unconnected-(U9-NC-Pad8)', 'unconnected-(U5-NC-Pad8)'), ('+3.3V', '+3.3V'), ('+5V', '+5V'), ('/escSheet/HalfBridgePowerStage3/I_PHASE', '/escSheet/HalfBridgePowerStage1/I_PHASE'), ('unconnected-(U9-NC-Pad4)', 'unconnected-(U5-NC-Pad4)'), ('GNDA', 'GNDA'), ('Net-(U9-HS)', 'Net-(U5-HS)'), ('+24V', '+24V'), ('/escSheet/HalfBridgePowerStage3/PWM_LI', '/escSheet/HalfBridgePowerStage1/PWM_LI'), ('Net-(U9-HI)', 'Net-(U5-HI)'), ('/escSheet/HalfBridgePowerStage3/PH_OUT', '/escSheet/HalfBridgePowerStage1/PH_OUT'), ('unconnected-(U9-NC-Pad16)', 'unconnected-(U5-NC-Pad16)'), ('Net-(U9-HB)', 'Net-(U5-HB)'), ('unconnected-(U9-NC-Pad3)', 'unconnected-(U5-NC-Pad3)'), ('Net-(U9-LI)', 'Net-(U5-LI)')]
07-14 19:41:07 root 337:updating GUI with: 0
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 983:Replicating tracks on sheet ['escSheet', 'HalfBridgePowerStage2']
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 766:Net pairs for sheet ['escSheet', 'HalfBridgePowerStage2'] :[('/escSheet/HalfBridgePowerStage3/SW', '/escSheet/HalfBridgePowerStage2/SW'), ('unconnected-(U9-NC-Pad4)', 'unconnected-(U7-NC-Pad4)'), ('Net-(U9-HI)', 'Net-(U7-HI)'), ('/escSheet/HalfBridgePowerStage3/PWM_HI', '/escSheet/HalfBridgePowerStage2/PWM_HI'), ('unconnected-(U9-NC-Pad8)', 'unconnected-(U7-NC-Pad8)'), ('Net-(U9-HS)', 'Net-(U7-HS)'), ('+3.3V', '+3.3V'), ('+5V', '+5V'), ('unconnected-(U9-NC-Pad3)', 'unconnected-(U7-NC-Pad3)'), ('/escSheet/HalfBridgePowerStage3/I_PHASE', '/escSheet/HalfBridgePowerStage2/I_PHASE'), ('/escSheet/HalfBridgePowerStage3/PH_OUT', '/escSheet/HalfBridgePowerStage2/PH_OUT'), ('GNDA', 'GNDA'), ('Net-(C65-Pad1)', 'Net-(C50-Pad1)'), ('Net-(U9-VCC)', 'Net-(U7-VCC)'), ('+24V', '+24V'), ('unconnected-(U9-NC-Pad2)', 'unconnected-(U7-NC-Pad2)'), ('/escSheet/HalfBridgePowerStage3/V_PHASE', '/escSheet/HalfBridgePowerStage2/V_PHASE'), ('Net-(U9-LI)', 'Net-(U7-LI)'), ('/escSheet/HalfBridgePowerStage3/PWM_LI', '/escSheet/HalfBridgePowerStage2/PWM_LI'), ('unconnected-(U9-NC-Pad9)', 'unconnected-(U7-NC-Pad9)'), ('unconnected-(U9-NC-Pad1)', 'unconnected-(U7-NC-Pad1)'), ('Net-(U9-HB)', 'Net-(U7-HB)'), ('unconnected-(U9-NC-Pad16)', 'unconnected-(U7-NC-Pad16)')]
07-14 19:41:07 root 337:updating GUI with: 50
07-14 19:41:07 root 332:updating GUI message: 'Replicating zones'
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1047:Replicating zones
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1054:Replicating zones on sheet ['escSheet', 'HalfBridgePowerStage1']
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 766:Net pairs for sheet ['escSheet', 'HalfBridgePowerStage1'] :[('/escSheet/HalfBridgePowerStage3/PWM_HI', '/escSheet/HalfBridgePowerStage1/PWM_HI'), ('/escSheet/HalfBridgePowerStage3/V_PHASE', '/escSheet/HalfBridgePowerStage1/V_PHASE'), ('unconnected-(U9-NC-Pad2)', 'unconnected-(U5-NC-Pad2)'), ('Net-(C65-Pad1)', 'Net-(C35-Pad1)'), ('Net-(U9-VCC)', 'Net-(U5-VCC)'), ('/escSheet/HalfBridgePowerStage3/SW', '/escSheet/HalfBridgePowerStage1/SW'), ('unconnected-(U9-NC-Pad9)', 'unconnected-(U5-NC-Pad9)'), ('unconnected-(U9-NC-Pad1)', 'unconnected-(U5-NC-Pad1)'), ('unconnected-(U9-NC-Pad8)', 'unconnected-(U5-NC-Pad8)'), ('+3.3V', '+3.3V'), ('+5V', '+5V'), ('/escSheet/HalfBridgePowerStage3/I_PHASE', '/escSheet/HalfBridgePowerStage1/I_PHASE'), ('unconnected-(U9-NC-Pad4)', 'unconnected-(U5-NC-Pad4)'), ('GNDA', 'GNDA'), ('Net-(U9-HS)', 'Net-(U5-HS)'), ('+24V', '+24V'), ('/escSheet/HalfBridgePowerStage3/PWM_LI', '/escSheet/HalfBridgePowerStage1/PWM_LI'), ('Net-(U9-HI)', 'Net-(U5-HI)'), ('/escSheet/HalfBridgePowerStage3/PH_OUT', '/escSheet/HalfBridgePowerStage1/PH_OUT'), ('unconnected-(U9-NC-Pad16)', 'unconnected-(U5-NC-Pad16)'), ('Net-(U9-HB)', 'Net-(U5-HB)'), ('unconnected-(U9-NC-Pad3)', 'unconnected-(U5-NC-Pad3)'), ('Net-(U9-LI)', 'Net-(U5-LI)')]
07-14 19:41:07 root 337:updating GUI with: 5
07-14 19:41:07 root 337:updating GUI with: 49
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1054:Replicating zones on sheet ['escSheet', 'HalfBridgePowerStage2']
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 766:Net pairs for sheet ['escSheet', 'HalfBridgePowerStage2'] :[('/escSheet/HalfBridgePowerStage3/SW', '/escSheet/HalfBridgePowerStage2/SW'), ('unconnected-(U9-NC-Pad4)', 'unconnected-(U7-NC-Pad4)'), ('Net-(U9-HI)', 'Net-(U7-HI)'), ('/escSheet/HalfBridgePowerStage3/PWM_HI', '/escSheet/HalfBridgePowerStage2/PWM_HI'), ('unconnected-(U9-NC-Pad8)', 'unconnected-(U7-NC-Pad8)'), ('Net-(U9-HS)', 'Net-(U7-HS)'), ('+3.3V', '+3.3V'), ('+5V', '+5V'), ('unconnected-(U9-NC-Pad3)', 'unconnected-(U7-NC-Pad3)'), ('/escSheet/HalfBridgePowerStage3/I_PHASE', '/escSheet/HalfBridgePowerStage2/I_PHASE'), ('/escSheet/HalfBridgePowerStage3/PH_OUT', '/escSheet/HalfBridgePowerStage2/PH_OUT'), ('GNDA', 'GNDA'), ('Net-(C65-Pad1)', 'Net-(C50-Pad1)'), ('Net-(U9-VCC)', 'Net-(U7-VCC)'), ('+24V', '+24V'), ('unconnected-(U9-NC-Pad2)', 'unconnected-(U7-NC-Pad2)'), ('/escSheet/HalfBridgePowerStage3/V_PHASE', '/escSheet/HalfBridgePowerStage2/V_PHASE'), ('Net-(U9-LI)', 'Net-(U7-LI)'), ('/escSheet/HalfBridgePowerStage3/PWM_LI', '/escSheet/HalfBridgePowerStage2/PWM_LI'), ('unconnected-(U9-NC-Pad9)', 'unconnected-(U7-NC-Pad9)'), ('unconnected-(U9-NC-Pad1)', 'unconnected-(U7-NC-Pad1)'), ('Net-(U9-HB)', 'Net-(U7-HB)'), ('unconnected-(U9-NC-Pad16)', 'unconnected-(U7-NC-Pad16)')]
07-14 19:41:07 root 337:updating GUI with: 90
07-14 19:41:07 root 337:updating GUI with: 100
07-14 19:41:07 root 332:updating GUI message: 'Replicating text'
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1136:Replicating text
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1143:Replicating text on sheet ['escSheet', 'HalfBridgePowerStage1']
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1143:Replicating text on sheet ['escSheet', 'HalfBridgePowerStage2']
07-14 19:41:07 root 332:updating GUI message: 'Replicating drawings'
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1187:Replicating drawings
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1193:Replicating drawings on sheet ['escSheet', 'HalfBridgePowerStage1']
07-14 19:41:07 com_github_MitjaNemec_ReplicateLayout.replicate_layout 1193:Replicating drawings on sheet ['escSheet', 'HalfBridgePowerStage2']
07-14 19:41:07 root 332:updating GUI message: 'Removing duplicates'
07-14 19:41:08 com_github_MitjaNemec_ReplicateLayout.action_replicate_layout 256:Replication complete
